"Country","Year","pipeline_MCM","LNG_MCM","Total_MCM"
"Poland","2022-08",4.857,0,4.857
"Poland","2022-09",4.385,0,4.385
"Poland","2022-10",0.276,0,0.276
"Poland","2022-11",0.05,0,0.05
"Poland","2022-12",0.757,0,0.757
"Poland","2023-01",1.268,0,1.268
"Poland","2023-02",0.979,0,0.979
"Poland","2023-03",1.753,0,1.753
"Poland","2023-04",0.964,0,0.964
"Poland","2023-05",1.351,0,1.351
"Poland","2023-06",1.207,0,1.207
"Poland","2023-07",0.051,0,0.051
"Poland","2023-08",0,0,0
"Poland","2023-09",0,0,0
"Poland","2023-10",0,0,0
"Poland","2023-11",0,0,0
"Poland","2023-12",0,0,0
"Poland","2024-01",0,0,0
"Poland","2024-02",0,0,0
"Poland","2024-03",0,0,0
"Poland","2024-04",0,0,0
"Poland","2024-05",0,0,0
"Poland","2024-06",0,0,0
"Poland","2024-07",0,0,0
"Poland","2024-08",0,0,0
"Poland","2024-09",0,0,0
"Poland","2024-10",0,0,0
"Poland","2024-11",0,0,0
"Poland","2024-12",0,0,0
"Poland","2025-01",0,0,0
"Poland","2025-02",0,0,0
"Poland","2025-03",0,0,0
"Poland","2025-04",0,0,0
"Poland","2025-05",0,0,0
"Poland","2025-06",0,0,0
"Poland","2025-07",0,0,0
"Poland","2025-08",0,0,0
"Poland","2025-09",0,0,0
"Sweden","2019-01",0,0.0131311111111111,0.0131311111111111
"Sweden","2019-02",0,0.0131311111111111,0.0131311111111111
"Sweden","2019-03",0,0.0131311111111111,0.0131311111111111
"Sweden","2019-04",0,0.0131311111111111,0.0131311111111111
"Sweden","2019-05",20,0.0131311111111111,20.0131311111111
"Sweden","2019-06",7,0.0131311111111111,7.01313111111111
"Sweden","2019-07",1,0.0131311111111111,1.01313111111111
"Sweden","2019-08",6,0.0131311111111111,6.01313111111111
"Sweden","2019-09",2,0.0131311111111111,2.01313111111111
"Sweden","2019-10",1,0.0131311111111111,1.01313111111111
"Sweden","2019-11",11,0.0131311111111111,11.0131311111111
"Sweden","2019-12",17,0.0131311111111111,17.0131311111111
"Sweden","2020-02",2,0.0246190740740741,2.02461907407407
"Sweden","2020-04",1.06,0.0246190740740741,1.08461907407407
"Sweden","2020-05",11.5,0.0246190740740741,11.5246190740741
"Sweden","2020-06",14.72,0.0246190740740741,14.7446190740741
"Sweden","2020-08",6,0.0246190740740741,6.02461907407407
"Sweden","2020-10",18,0.0246190740740741,18.0246190740741
"Sweden","2020-11",18,0.0246190740740741,18.0246190740741
"Sweden","2020-12",39,0.0246190740740741,39.0246190740741
"Sweden","2021-01",18,0.0291866666666667,18.0291866666667
"Sweden","2021-02",33,0.0291866666666667,33.0291866666667
"Sweden","2021-03",16,0.0291866666666667,16.0291866666667
"Sweden","2021-04",19,0.0291866666666667,19.0291866666667
"Sweden","2021-05",0,0.0291866666666667,0.0291866666666667
"Sweden","2021-06",0,0.0291866666666667,0.0291866666666667
"Sweden","2021-07",0,0.0291866666666667,0.0291866666666667
"Sweden","2021-08",0,0.0291866666666667,0.0291866666666667
"Sweden","2021-09",0,0.0291866666666667,0.0291866666666667
"Sweden","2021-10",0,0.0291866666666667,0.0291866666666667
"Sweden","2021-11",0,0.0291866666666667,0.0291866666666667
"Sweden","2021-12",0,0.0291866666666667,0.0291866666666667
"Sweden","2022-01",20.167,0.01191,20.17891
"Sweden","2022-02",9.984,0.01191,9.99591
"Sweden","2022-03",0,0.01191,0.01191
"Sweden","2022-04",0,0.01191,0.01191
"Sweden","2022-05",0,0.01191,0.01191
"Sweden","2022-06",0,0.01191,0.01191
"Sweden","2022-07",0,0.01191,0.01191
"Sweden","2022-08",0,0.01191,0.01191
"Sweden","2022-09",5.289,0.01191,5.30091
"Sweden","2022-10",0,0.01191,0.01191
"Sweden","2022-11",0,0.01191,0.01191
"Sweden","2022-12",0,0.01191,0.01191
"Sweden","2023-01",16.903,0.0151001851851852,16.9181001851852
"Sweden","2023-02",0,0.0151001851851852,0.0151001851851852
"Sweden","2023-03",0,0.0151001851851852,0.0151001851851852
"Sweden","2023-04",0,0.0151001851851852,0.0151001851851852
"Sweden","2023-05",0,0.0151001851851852,0.0151001851851852
"Sweden","2023-06",0,0.0151001851851852,0.0151001851851852
"Sweden","2023-07",7.197,0.0151001851851852,7.21210018518518
"Sweden","2023-08",12.38,0.0151001851851852,12.3951001851852
"Sweden","2023-09",9.584,0.0151001851851852,9.59910018518518
"Sweden","2023-10",11.243,0.0151001851851852,11.2581001851852
"Sweden","2023-11",12.857,0.0151001851851852,12.8721001851852
"Sweden","2023-12",12.229,0.0151001851851852,12.2441001851852
"Sweden","2024-01",8.122,0.00829685185185185,8.13029685185185
"Sweden","2024-02",16.732,0.00829685185185185,16.7402968518519
"Sweden","2024-03",10.877,0.00829685185185185,10.8852968518519
"Sweden","2024-04",7.503,0.00829685185185185,7.51129685185185
"Sweden","2024-05",11.714,0.00829685185185185,11.7222968518519
"Sweden","2024-06",0,0.00829685185185185,0.00829685185185185
"Sweden","2024-07",0,0.00829685185185185,0.00829685185185185
"Sweden","2024-08",0,0.00829685185185185,0.00829685185185185
"Sweden","2024-09",0,0.00829685185185185,0.00829685185185185
"Sweden","2024-10",0,0.00829685185185185,0.00829685185185185
"Sweden","2024-11",0,0.00829685185185185,0.00829685185185185
"Sweden","2024-12",0,0.00829685185185185,0.00829685185185185
"Sweden","2025-01",0,0,0
"Sweden","2025-02",0,0,0
"Sweden","2025-03",0,0,0
"Sweden","2025-04",0,0,0
"Sweden","2025-05",0,0,0
"Sweden","2025-06",0,0,0
"Sweden","2025-07",0,0,0
"Sweden","2025-08",0,0,0
"Sweden","2025-09",0,0,0
